HSMV_Report_Number,Agency_Report_Number,Reporting_Agency,Form_Type,Crash_Date,Crash_Time,City,County,Crash_Street,Intersecting_Street,Offset_Distance,Offset_Direction,Crash_Type,Vehicles,Non_Motorists,Fatalities,Injuries,Alcohol_Related,Distraction_Related,Drug_Related,Estimated_Damages,Weather_Condition,Light_Condition,Street_Number,Crash_Type_Detailed,Crash_Type_Dir,Crash_Severity,Within_City_Limits,Manner_of_Collision,First_Harmful_Event,First_HE_Location,First_HE_Relation_to_Jct,First_HE_Within_Interchange,Type_of_Intersection,Road_Sys_Identifier,Type_of_Shoulder,Road_Surf_Cond,Contrib_Circum_Road1,Contrib_Circum_Road2,Contrib_Circum_Road3,Contrib_Circum_Env1,Contrib_Circum_Env2,Contrib_Circum_Env3,School_Bus_Related,Work_Zone_Related,Type_of_Work_Zone,Loc_in_Work_Zone,Workers_in_Work_Zone,Law_Enforcement_in_Work_Zone,Mopeds,Motorcycles,Passengers,Bicyclists,Pedestrians,Fatalities_Unrestrained,Injuries_Unrestrained,Possible_Injuries,Non_Incapacitating_Injuries,Incapacitating_Injuries,Fatalities_30_Days,Non_Traffic_Fatalities,Transported_by_EMS,Transported_by_Law_Enforcement,Transported_by_Other,Citations,Property_Dmg_Amt,Vehicle_Dmg_Amt,S4_Mapping,S4_Decimal_Degree_Longitude,S4_Decimal_Degree_Latitude,S4_Albers_X,S4_Albers_Y,S4_Mapping_Date,FID,ROADWAY,COLOR_CODE,DISTRICT,COUNTYDOT,COUNTY_2,MNG_DIST,BEGIN_POST,END_POST,Shape_Leng,Shape__Len
"88304888",FHPD20OFF021420,FHP,Long,03:11:20,12:53 PM,Orlando,Orange,CR 423 (S JOHN YOUNG PKWY),W TAFT VINELAND RD,"10",North,Rear End,"3","0","0","0",N,N,N,"$7,300",Clear,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","7300","Mapped, On Network",-81.4229299998334,28.419733011271,651954.345389386,493042.561554768,3/14/2020 3:11:00 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88304999",FHPD20OFF021101,FHP,Long,03:10:20,01:05 PM,Orlando,Orange,JOHN YOUNG PKWY SR423,DEERFIELD BLVD,"0",East,Left Turn,"2","0","0","0",N,N,N,"$3,000",Clear,Daylight,,Left Entering,W,Property Damage Only,N,Angle,Motor Vehicle in Transport,On Roadway,Intersection,N,Four-Way Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","3000","Mapped, On Network",-81.4255536786281,28.3811795682962,651787.252697394,488756.519120522,3/19/2020 2:01:18 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88292241",FHPD20OFF012016,FHP,Short,02:11:20,06:55 AM,Orlando,Orange,JOHN YOUNG PKWY,CENTRAL FLORIDA  PKWY,"50",South,Rear End,"2","0","0","0",N,N,N,$600,"Fog, Smog, Smoke",Dawn,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","600","Mapped, On Network",-81.424269568747,28.4099951501794,651845.985025424,491958.607131155,2/17/2020 3:16:39 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88305470",FHPD20OFF023544,FHP,Short,03:19:20,02:00 AM,Orlando,Orange,COUNTY ROAD 423 (S JOHN YOUNG PKWY),TAFT VINELAND ROAD,"1320",South,Sideswipe,"2","0","0","0",N,Y,N,"$1,000",Clear,Dark - Lighted,,Same Direction Sideswipe,N,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","1000","Mapped, On Network",-81.4231431597668,28.412645744258,651949.954546818,492255.209926752,4/2/2020 1:51:31 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88277790",FHPD20OFF011394,FHP,Long,02:08:20,06:42 PM,Orlando,Orange,JOHN YOUNG PARKWAY,DEERFIELD BOULEVARD,"0",,Rear End,"2","0","0","0",N,N,N,"$7,500",Clear,Daylight,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Local,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","2","0","7500","Mapped, On Network",-81.4253708914893,28.381147201643,651805.202179835,488753.298602356,4/15/2020 12:33:53 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88307264",FHPD20OFF027003,FHP,Long,04:09:20,01:03 PM,Unincorporated,Orange,COUNTY ROAD 423,CRYSTAL CREEK BOULEVARD,"0",,Sideswipe,"2","0","0","0",N,N,N,"$17,000",Clear,Daylight,,Same Direction Sideswipe,N,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Intersection,N,Four-Way Intersection,County,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","17000","Mapped, On Network",-81.4249712100593,28.3886274263457,651826.940476353,489584.663043847,4/21/2020 10:32:53 AM,,,,,,,,6.000000000000000,10.000000000000000,,
"88334201",FHPD20OFF025306,FHP,Short,03:28:20,02:30 PM,Orlando,Orange,CENTRAL FLORIDA PARKWAY,SR 423 (JOHN YOUNG PARKWAY),"0",,Rear End,"2","0","0","0",N,Y,N,"$1,000",Clear,Daylight,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Intersection-Related,N,Four-Way Intersection,County,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","1000","Mapped, On Network",-81.4242183523888,28.4102511141368,651850.398327805,491987.132030368,4/6/2020 4:42:59 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88304892",FHPD20OFF021795,FHP,Short,03:12:20,04:57 PM,Orlando,Orange,CR 423 (S JOHN YOUNG PKWY),WHISPER LAKES BLVD,"100",South,Rear End,"2","0","0","0",N,N,N,$500,Clear,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","500","Mapped, On Network",-81.4252065055716,28.396432748011,651785.834833297,490450.826977344,3/25/2020 9:51:23 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88293724",FHPD20OFF023617,FHP,Long,03:19:20,12:14 PM,Orlando,Orange,COUNTY ROAD 423,WEST TAFT VINELAND ROAD,"15",South,Rear End,"2","0","0","1",Y,N,N,"$1,300",Clear,Daylight,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Intersection-Related,N,Not at Intersection,County,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","1","0","0","0",$0,$0,"0","1","0","1300","Mapped, On Network",-81.4229695079447,28.4167023287999,651957.516627838,492705.976981737,3/26/2020 3:51:58 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88288705",FHPD20OFF012883,FHP,Long,02:13:20,06:49 PM,Orlando,Orange,JOHN YOUNG PKWY SR423,WHISPER LAKES BLVD,"0",North,Rear End,"2","0","0","0",N,Y,N,"$2,500",Clear,Dusk,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Intersection-Related,N,Four-Way Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","2500","Mapped, On Network",-81.4249324352138,28.3971659939443,651810.931588327,490532.800728209,2/24/2020 3:52:25 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88271645",FHPD20OFF010210,FHP,Short,02:05:20,07:40 AM,Orlando,Orange,COUNTY ROAD 423 JOHN YOUNG PARKWAY,MENTA STREET,"0",,Rear End,"2","0","0","0",N,N,N,$800,Clear,Daylight,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","800","Mapped, On Network",-81.4249092056647,28.3885551678758,651833.170926823,489576.766628338,2/20/2020 3:43:08 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88302807",FHPD20OFF020246,FHP,Short,03:07:20,01:50 PM,Orlando,Orange,CENTRAL FLORIDA PARKWAY,COUNTY ROAD 423 (JOHN YOUNG PARKWAY),"25",East,Rear End,"2","0","0","0",N,Y,N,"$2,500",Clear,Daylight,,Rear End,W,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","2500","Mapped, On Network",-81.4239227783661,28.4104154305031,651878.913070542,492005.98017193,3/25/2020 3:34:45 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"81959925",FHPD20OFF013154,FHP,Short,02:14:20,03:37 PM,Orlando,Orange,COUNTY ROAD 423 (JOHN YOUNG PKWY),BATTLES BLVD,"100",North,Sideswipe,"2","0","0","0",N,Y,N,"$2,000",Cloudy,Daylight,,Same Direction Sideswipe,S,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","3","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","2000","Mapped, On Network",-81.4255457229531,28.3815173273536,651787.247615297,488794.037612983,2/20/2020 5:08:12 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88292266",FHPD20OFF021094,FHP,Long,03:10:20,12:40 PM,Orlando,Orange,10785 JOHN YOUNG,CENTRAL FLORIDA PKWY,"0",,Off Road,"1","0","0","0",N,N,N,"$1,100",Clear,Daylight,,Off Road,E,Property Damage Only,N,Other,Fence,Off Roadway,Non-Junction,N,Not at Intersection,Parking Lot,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","100","1000","Mapped, Not On Network",-81.42437,28.4104200489827,651835.18110818,492005.579568831,3/20/2020 4:04:21 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88289375",FHPD20OFF012155,FHP,Long,02:11:20,02:30 PM,Unincorporated,Orange,COUNTY ROAD 423 (JOHN YOUNG PARKWAY),WHISPER LAKES BLVD,"800",North,Rear End,"3","0","0","3",N,Y,N,"$5,500",Clear,Daylight,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","3","0","0","0","0",$0,$0,"0","1","0","5500","Mapped, On Network",-81.4252165023812,28.3971855195552,651783.111967001,490534.388665725,2/17/2020 3:31:53 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88305009",FHPD20OFF022147,FHP,Long,03:13:20,04:59 PM,Orlando,Orange,JOHN YOUNG PKWY SR423,CRYSTAL CREEL BLVD,"300",South,Off Road,"1","0","0","0",N,N,N,"$11,500",Clear,Daylight,,Off Road,S,Property Damage Only,N,Other,Utility Pole/Light Support,Off Roadway,Non-Junction,N,Not at Intersection,State,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","10000","1500","Mapped, On Network",-81.4252215494377,28.3876702183912,651804.681351232,489477.870626127,3/27/2020 4:29:36 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88298992",FHPD20OFF019039,FHP,Long,03:04:20,01:46 AM,Unincorporated,Orange,COUNTY ROAD 423 (JOHN YOUNG PARKWAY),CRYSTAL CREEK BOULEVARD,"80",North,Rear End,"2","0","0","1",N,N,N,"$1,000",Clear,Dark - Lighted,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Unpaved,Dry,None,,,None,,,N,Y,Lane Closure,Activity Area,N,N,"0","0","0","0","0","0","0","0","1","0","0","0",$0,$0,"1","0","0","1000","Mapped, On Network",-81.4251612450474,28.3888261270457,651807.897825727,489606.337216543,3/11/2020 4:42:44 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88288693",FHPD20OFF011925,FHP,Long,02:10:20,06:20 PM,Orlando,Orange,S JOHN YOUNG PKWY SR423,URACUS ST,"50",East,Sideswipe,"2","0","0","0",N,Y,N,"$2,000",Clear,Dawn,,Same Direction Sideswipe,S,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","2000","Mapped, On Network",-81.4251229291098,28.3856500704961,651819.008925065,489253.769892847,2/13/2020 4:07:32 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88305464",FHPD20OFF022287,FHP,Long,03:14:20,03:15 AM,Orlando,Orange,COUNTY ROAD 423 (S JOHN YOUNG PKWY),STATE ROAD 417,"0",,Other,"2","0","0","0",N,N,N,"$2,000",Clear,Dark - Lighted,,Other,S,Property Damage Only,N,Other,Motor Vehicle in Transport,On Roadway,Intersection,N,Four-Way Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","2000","Mapped, On Network",-81.4258242835947,28.3728127922895,651780.185973001,487826.982026737,3/31/2020 12:32:09 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88280051",FHPD20OFF011448,FHP,Long,02:08:20,11:32 PM,Orlando,Orange,S JOHN YOUNG PARKWAY,STATE ROAD 528,"5",South,Rear End,"2","0","0","0",N,N,N,"$4,000",Clear,Dark - Lighted,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Local,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","4000","Mapped, On Network",-81.4229293658775,28.4200734651146,651953.617258374,493080.364243837,2/17/2020 4:03:45 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88299020",FHPD20OFF025285,FHP,Short,03:28:20,11:42 AM,Unincorporated,Orange,COUNTY ROAD 423 (JOHN YOUNG PARKWAY),TAFT VINELAND ROAD,"60",North,Sideswipe,"2","0","0","0",N,N,N,"$1,800",Clear,Daylight,,Same Direction Sideswipe,S,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","1800","Mapped, On Network",-81.4229111618244,28.416662100374,651963.313685818,492701.629538959,3/31/2020 12:02:12 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88295562",FHPD20OFF013765,FHP,Short,02:16:20,02:10 PM,Unincorporated,Orange,CENTRAL FLORIDA PARKWAY,COUNTY ROAD 423 JOHN YOUNG PARKWAY,"20",West,Rear End,"2","0","0","0",N,Y,N,$850,Clear,Daylight,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","2","0","850","Mapped, On Network",-81.4247243342265,28.4101988188843,651801.05376804,491980.29227428,3/25/2020 2:23:00 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88334197",FHPD20OFF024661,FHP,Short,03:24:20,05:28 PM,Orlando,Orange,CENTRAL FLORIDA PARKWAY,SR 423 (JOHN YOUNG PARKWAY),"5",West,Rear End,"2","0","0","0",N,Y,N,"$1,000",Clear,Daylight,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","1000","Mapped, On Network",-81.4246459918741,28.4102319695343,651808.635800996,491984.133044595,3/31/2020 12:38:46 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88300423",FHPD20OFF019844,FHP,Long,03:06:20,10:00 AM,Orlando,Orange,S JOHN YOUNG PARKWAY,CENTRAL FLORIDA PARKWAY,"300",North,Rear End,"2","0","0","2",N,N,N,"$4,000",Clear,Daylight,,Rear End,W,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Driveway/Alley Access Related,N,Not at Intersection,Local,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","2","0","0","0",$2,$0,"0","1","0","4000","Mapped, On Network",-81.4238028756158,28.4104312971448,651890.598184495,492007.986799436,3/26/2020 12:03:25 AM,,,,,,,,6.000000000000000,10.000000000000000,,
"88339803",FHPD20OFF029622,FHP,Long,04:26:20,01:51 PM,Orlando,Orange,S JOHN YOUNG PKWY SR423,TOWN LOOP BLVD,"55",South,Rear End,"2","0","0","0",N,Y,N,"$3,500",Clear,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","3500","Mapped, On Network",-81.4256905461549,28.3761313219928,651785.571753336,488195.719972087,7/20/2020 1:53:15 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"83669360",FHPD20OFF014121,FHP,Long,02:17:20,03:49 PM,Orlando,Orange,COUNTY ROAD 423 (JOHN YOUNG PKWY),DEERFIELD BLVD,"50",South,Rear End,"2","0","0","2",N,Y,N,"$7,500",Clear,Daylight,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","2","0","0","0","0",$0,$0,"0","2","0","7500","Mapped, On Network",-81.4256105066238,28.3809352228702,651782.262056854,488729.272793239,3/11/2020 7:06:16 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88293696",FHPD20OFF011066,FHP,Short,02:07:20,04:40 PM,Orlando,Orange,COUNTY ROAD 423,WHISPER LAKES BOULEVARD,"1320",South,Sideswipe,"2","0","0","0",N,N,N,"$2,500",Clear,Daylight,,Same Direction Sideswipe,S,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","2500","Mapped, On Network",-81.4252048306214,28.3977496272675,651782.945171431,490597.046780482,2/19/2020 2:52:22 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88179946",FHPK20OFF015053,FHP,Long,03:31:20,03:45 AM,Orlando,Orange,STATE ROAD 528 (BEACHLINE EXPRESSWAY),JOHN YOUNG PARKWAY,"2640",West,Rollover,"1","0","0","1",N,N,N,"$2,500",Clear,Dark - Lighted,,Rollover,E,Injury,N,Unknown,Overturn/Rollover,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","0","1","0","0","0",$2,$0,"0","0","0","2500","Mapped, On Network",-81.4222557313538,28.4220646404859,652014.845000499,493302.825646136,7/2/2020 4:35:42 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88304293",FHPD20OFF021465,FHP,Short,03:11:20,03:35 PM,Unincorporated,Orange,COUNTY ROAD 423 JOHN YOUNG PKWY,WHISPER LAKES BOULVEVARD,"1200",North,Sideswipe,"2","0","0","0",N,Y,N,$250,Clear,Daylight,,Same Direction Sideswipe,S,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","250","Mapped, On Network",-81.4252274729328,28.3997227149829,651776.156426551,490816.07738178,3/31/2020 12:08:30 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88306212",FHPD20OFF020633,FHP,Short,03:08:20,08:17 PM,Unincorporated,Orange,COUNTY ROAD 423 (JOHN YOUNG PARKWAY),SUBSTATION ROAD,"500",South,Rear End,"3","0","0","0",N,N,N,"$3,000",Clear,Dark - Lighted,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Intersection-Related,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","5","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","3000","Mapped, On Network",-81.4259193862127,28.375833610547,651763.882945349,488162.197076693,3/24/2020 6:47:09 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88303086",FHPD20OFF021670,FHP,Short,03:12:20,09:08 AM,Orlando Expwy Auth,Orange,STATE ROAD 417,JOHN YOUNG PKWY,"10",North,Rear End,"2","0","0","0",N,N,N,$400,Cloudy,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","400","Mapped, On Network",-81.4254282154393,28.3739637714961,651816.251250396,487955.586945722,3/27/2020 12:13:50 AM,,,,,,,,6.000000000000000,10.000000000000000,,
"88289236",FHPD20OFF010975,FHP,Long,02:07:20,01:07 PM,Unincorporated,Orange,SOUTH JOHN YOUNG PARKWAY,CENTRAL FLORIDA  PARKWAY,"50",North,Rear End,"2","0","0","0",N,N,N,"$18,000",Clear,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","18000","Mapped, On Network",-81.4241903311641,28.4106510049478,651852.210154926,492031.59010498,2/17/2020 2:41:45 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88280045",FHPD20OFF010828,FHP,Short,02:06:20,10:21 PM,Orlando,Orange,2948 CAMOMILE DRIVE,JOHN YOUNG PARKWAY,"100",East,Off Road,"1","0","0","0",N,N,N,"$8,000",Clear,Dark - Lighted,,Off Road,,Property Damage Only,N,Other,Other Fixed Object,In Parking Lane or Zone,Non-Junction,N,Not at Intersection,Parking Lot,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","7000","1000","Mapped, Not On Network",-81.42492,28.3873700489053,651834.863662488,489445.157844432,2/8/2020 4:05:13 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88305061",FHPD20OFF029313,FHP,Short,04:24:20,12:08 PM,Orlando,Orange,SR-423 (JOHN YOUNG PKWY),CENTRAL FLORIDA PKWY,"75",South,Sideswipe,"2","0","0","0",N,N,N,"$1,500",Cloudy,Daylight,,Same Direction Sideswipe,N,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Intersection-Related,N,Not at Intersection,State,Unpaved,Wet,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","1500","Mapped, On Network",-81.4241322319592,28.410408569587,651858.452398365,492004.79058069,7/20/2020 10:29:18 AM,,,,,,,,6.000000000000000,10.000000000000000,,
"88299588",FHPD20OFF017102,FHP,Short,02:27:20,06:40 AM,Unincorporated,Orange,WHISPER LAKES BLVD,JOHN YOUNG PARKWAY,"10",East,Rear End,"2","0","0","0",N,N,N,"$1,000",Clear,Daylight,,Rear End,W,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Local,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","1000","Mapped, On Network",-81.4247137917977,28.3970425620138,651832.595455954,490519.542268556,3/16/2020 10:37:53 AM,,,,,,,,6.000000000000000,10.000000000000000,,
"88334200",FHPD20OFF025207,FHP,Long,03:27:20,06:10 PM,Orlando,Orange,TAFT VINELAND ROAD,SR 423 (JOHN YOUNG PARKWAY),"10",East,Rollover,"1","0","0","1",N,Y,N,"$12,500",Clear,Daylight,,Rollover,E,Injury,N,Other,Overturn/Rollover,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","0","0","0","0",$0,$0,"0","1","2500","10000","Mapped, On Network",-81.4230357342862,28.4163352113621,651951.894535476,492665.079747571,3/31/2020 12:39:02 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88286909",FHPD20OFF015866,FHP,Long,02:23:20,03:06 AM,Orlando,Orange,CENTRAL FLORIDA PKWY.,SR423 (JOHN YOUNG PKWY.,"0",,Off Road,"1","0","0","0",N,N,N,$300,Clear,Dark - Lighted,,Off Road,E,Property Damage Only,N,Other,Curb,Shoulder,Intersection-Related,N,Not at Intersection,Local,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","300","Mapped, On Network",-81.4246052672551,28.4101415128774,651812.826914716,491974.172582589,3/10/2020 5:56:40 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88281702",FHPD20OFF014332,FHP,Long,02:18:20,09:53 AM,Orlando,Orange,JOHN YOUNG PARKWAY,TAFT VINELAND ROAD,"50",South,Rear End,"2","0","0","1",N,Y,N,"$2,000",Clear,Daylight,,Rear End,N,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","1","0","0","0",$0,$0,"0","2","0","2000","Mapped, On Network",-81.4227203113376,28.4160313588193,651983.434421716,492631.986780014,2/21/2020 12:07:34 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"89392071",20I021149,Osceola Co SO,Short,02:27:20,01:40 PM,Unincorporated,Osceola,JOHN YOUNG PKWY N,THACKER AVE N,"10",North,Rear End,"2","0","0","0",N,N,N,"$2,000",Clear,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Intersection,N,Four-Way Intersection,County,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","2000","Mapped, On Network",-81.4197902400755,28.3472229649474,652429.749462023,484998.014322637,3/16/2020 6:15:11 PM,,,,,,,,6.000000000000000,7.000000000000000,,
